,Company,Model,FuelType,Colour,Kilometer,BodyStyle,TransmissionType,ModelYear,CngKit,Price,Owner,DealerState,City,Warranty,QualityScore,MileagePerYear,Luxury,CarAge
564,HONDA,WR-V,PETROL,Silver,5759,SUV,manual,2022,0,980000,1.0,Haryana,Gurgaon,1,8.1,2.8481701285855587,Non-Luxury,3
565,HYUNDAI,I10,PETROL,Dust,67484,HATCHBACK,manual,2014,0,295000,1.0,Haryana,Gurgaon,0,7.5,33.507447864945384,Non-Luxury,11
566,MARUTI SUZUKI,WAGON R(2019-2022),CNG,White,37396,HATCHBACK,manual,2019,1,549000,1.0,Haryana,Gurgaon,1,7.7,18.52204061416543,Non-Luxury,6
567,HONDA,BRIO,PETROL,Urban Titanium,40293,HATCHBACK,manual,2016,0,411000,1.0,Haryana,Gurgaon,1,7.7,19.986607142857142,Non-Luxury,9
568,HONDA,CITY(2017-2020),PETROL,Silver,52898,SEDAN,manual,2018,0,8500000,1.0,Haryana,Gurgaon,0,8.0,26.213082259663032,Non-Luxury,7
569,HONDA,CITY,PETROL,White,68290,SEDAN,automatic,2016,0,725000,1.0,Haryana,Gurgaon,0,8.0,33.87400793650794,Non-Luxury,9
570,BMW,3 SERIES,DIESEL,Blue,45611,SEDAN,automatic,2016,0,1680000,2.0,Haryana,Gurgaon,1,7.4,22.62450396825397,Luxury,9
571,KIA,SELTOS,PETROL,White,35321,SUV,manual,2020,0,1400000,1.0,Haryana,Gurgaon,1,7.9,17.485643564356437,Non-Luxury,5
572,MARUTI SUZUKI,BALENO,PETROL,Blue,27867,HATCHBACK,manual,2020,0,649000,1.0,Haryana,Gurgaon,1,8.0,13.795544554455445,Non-Luxury,5
573,MARUTI SUZUKI,ALTO K10,CNG,Grey,37489,HATCHBACK,manual,2015,1,318000,1.0,Haryana,Gurgaon,1,7.6,18.604962779156327,Non-Luxury,10
574,HYUNDAI,VERNA,DIESEL,White,70699,SEDAN,automatic,2018,0,925000,1.0,Haryana,Gurgaon,1,7.7,35.034192269573836,Non-Luxury,7
575,MARUTI SUZUKI,WAGON R,PETROL,White,22794,HATCHBACK,manual,2018,0,434999,1.0,Haryana,Gurgaon,1,8.1,11.295341922695739,Non-Luxury,7
576,TATA,TIAGO,PETROL,Grey,27654,HATCHBACK,manual,2018,0,484999,1.0,Haryana,Gurgaon,1,7.8,13.70366699702676,Non-Luxury,7
577,TATA,TIAGO,PETROL,White,42761,HATCHBACK,manual,2018,0,525000,1.0,Haryana,Gurgaon,1,8.1,21.189791873141726,Non-Luxury,7
578,TATA,ALTROZ,PETROL,Grey,21091,HATCHBACK,manual,2020,0,659000,1.0,Haryana,Gurgaon,1,8.1,10.44108910891089,Non-Luxury,5
579,MARUTI SUZUKI,CIAZ,PETROL,Grey,48856,SEDAN,manual,2016,0,635000,1.0,Haryana,Gurgaon,1,8.0,24.234126984126984,Non-Luxury,9
580,MARUTI SUZUKI,WAGON R 1.0,CNG,Silver,59676,HATCHBACK,manual,2016,1,364000,1.0,Haryana,Gurgaon,1,7.7,29.601190476190474,Non-Luxury,9
581,TATA,NEXON,PETROL,Grey,48920,HATCHBACK,manual,2018,0,749000,1.0,Haryana,Gurgaon,1,7.8,24.241823587710606,Non-Luxury,7
582,KIA,SELTOS,PETROL,White,9783,SUV,manual,2019,0,1150000,1.0,Haryana,Gurgaon,1,7.8,4.845468053491827,Non-Luxury,6
583,HYUNDAI,I20,PETROL,Grey,60000,HATCHBACK,manual,2016,0,550000,1.0,Haryana,Gurgaon,0,7.9,29.761904761904763,Non-Luxury,9
584,MARUTI SUZUKI,S CROSS,DIESEL,Grey,67736,SUV,manual,2017,0,665000,1.0,Haryana,Gurgaon,1,7.5,33.5825483391175,Non-Luxury,8
585,HONDA,JAZZ,CNG,A Silver,36719,HATCHBACK,manual,2017,0,665000,1.0,Haryana,Gurgaon,1,8.1,18.204759543877046,Non-Luxury,8
586,HONDA,AMAZE,PETROL,White,51202,SEDAN,manual,2019,0,623000,1.0,Haryana,Gurgaon,1,8.1,25.360079247152054,Non-Luxury,6
587,HYUNDAI,I10,PETROL,Red,32637,HATCHBACK,manual,2016,0,405000,1.0,Haryana,Gurgaon,1,7.6,16.188988095238095,Non-Luxury,9
588,MARUTI SUZUKI,DZIRE,PETROL,Silky Silver,32109,SEDAN,manual,2017,0,635000,2.0,Haryana,Gurgaon,1,7.5,15.919186911254338,Non-Luxury,8
589,HYUNDAI,I20,PETROL,White,18936,HATCHBACK,manual,2019,0,785000,1.0,Haryana,Gurgaon,1,7.9,9.37890044576523,Non-Luxury,6
590,MARUTI SUZUKI,BALENO(2020-2022),PETROL,Metalic Grey,7821,HATCHBACK,manual,2021,0,745000,1.0,Haryana,Gurgaon,1,8.1,3.8698664027709055,Non-Luxury,4
591,MARUTI SUZUKI,VITARA BREZZA,DIESEL,Prime Beige,33749,HATCHBACK,manual,2019,0,919999,1.0,Haryana,Gurgaon,1,7.8,16.71570084200099,Non-Luxury,6
592,JEEP,COMPASS,DIESEL,White,51274,SUV,manual,2017,0,1300000,1.0,Haryana,Gurgaon,1,7.6,25.420922161626176,Non-Luxury,8
593,TATA,SAFARI,DIESEL,White,17225,SUV,manual,2021,0,1800000,1.0,Haryana,Gurgaon,1,8.0,8.523008411677388,Non-Luxury,4
594,TOYOTA,INNOVA CRYSTA,DIESEL,Silky Silver,76803,MPV,manual,2018,0,1620000,2.0,Haryana,Gurgaon,1,7.6,38.0589692765114,Non-Luxury,7
595,HYUNDAI,CRETA,PETROL,Silver,77939,SUV,automatic,2016,0,916000,1.0,Haryana,Gurgaon,1,7.5,38.66021825396825,Non-Luxury,9
596,MAHINDRA,XUV700,DIESEL,White,7738,SUV,manual,2022,0,2149000,1.0,Haryana,Gurgaon,1,8.2,3.826904055390702,Non-Luxury,3
597,HONDA,CITY(2014-2017),PETROL,A Silver,50839,SEDAN,manual,2016,0,581000,1.0,Haryana,Gurgaon,1,8.0,25.217757936507937,Non-Luxury,9
598,MARUTI SUZUKI,CIAZ,PETROL,White,7000,SEDAN,manual,2022,0,1181000,1.0,Haryana,Gurgaon,1,8.2,3.4619188921859547,Non-Luxury,3
599,MAHINDRA,THAR,DIESEL,Grey,53737,SUV,manual,2020,0,1500000,1.0,Haryana,Gurgaon,1,7.9,26.60247524752475,Non-Luxury,5
600,MG,HECTOR(2020-2021),PETROL,Black,23535,SUV,manual,2020,0,1645000,1.0,Haryana,Gurgaon,1,7.9,11.650990099009901,Non-Luxury,5
601,HONDA,CITY(2017-2020),DIESEL,White,83571,SEDAN,manual,2018,0,750000,1.0,Haryana,Gurgaon,0,7.6,41.41278493557978,Non-Luxury,7
602,MAHINDRA,XUV500,DIESEL,White,27524,SUV,manual,2018,0,1250000,1.0,Haryana,Gurgaon,1,7.7,13.639246778989099,Non-Luxury,7
603,MAHINDRA,XUV700,PETROL,White,11366,SUV,manual,2021,0,2550000,1.0,Haryana,Gurgaon,1,8.2,5.623948540326571,Non-Luxury,4
604,SKODA,KUSHAQ,PETROL,White,19815,SUV,manual,2021,0,1595000,1.0,Haryana,Gurgaon,1,8.0,9.804552201880258,Non-Luxury,4
605,HYUNDAI,CRETA,DIESEL,White,83000,COMPACTSUV,automatic,2017,0,944999,1.0,Haryana,Gurgaon,0,7.9,41.15022310361924,Non-Luxury,8
606,KIA,SELTOS,DIESEL,A Blue,25000,SUV,manual,2019,0,1375000,1.0,Haryana,Gurgaon,0,7.8,12.382367508667658,Non-Luxury,6
607,HONDA,AMAZE,PETROL,Brown,27000,SEDAN,manual,2018,0,575000,1.0,Haryana,Gurgaon,0,7.9,13.37958374628345,Non-Luxury,7
608,TOYOTA,INNOVA CRYSTA,DIESEL,Deep Red,21601,MPV,manual,2017,0,1750000,1.0,Haryana,Gurgaon,1,7.5,10.709469509172038,Non-Luxury,8
609,CHEVROLET,SAIL UVA,PETROL,Grey,5859,HATCHBACK,manual,2014,0,325000,1.0,Haryana,Gurgaon,1,7.7,2.9091360476663355,Non-Luxury,11
610,TATA,NEXON,DIESEL,Grey,83121,HATCHBACK,manual,2017,0,785000,1.0,Haryana,Gurgaon,1,7.6,41.21021318790282,Non-Luxury,8
611,FORD,ECOSPORT,PETROL,White,50000,SUV,automatic,2016,0,670000,1.0,Haryana,Gurgaon,0,7.6,24.8015873015873,Non-Luxury,9
612,MARUTI SUZUKI,CELERIO,PETROL,Grey,39809,HATCHBACK,manual,2017,0,468000,1.0,Haryana,Gurgaon,1,7.9,19.73673772930094,Non-Luxury,8
613,MARUTI SUZUKI,SWIFT DZIRE,PETROL,White,11810,SEDAN,manual,2015,0,535000,1.0,Haryana,Gurgaon,1,7.5,5.861042183622828,Non-Luxury,10
614,MARUTI SUZUKI,ERTIGA,PETROL,White,33021,MPV,manual,2020,0,935000,1.0,Haryana,Gurgaon,1,8.0,16.347029702970296,Non-Luxury,5
615,NISSAN,SUNNY,PETROL,Grey,57300,SEDAN,manual,2012,0,325000,2.0,Haryana,Gurgaon,0,7.6,28.479125248508947,Non-Luxury,13
616,TATA,SAFARI,DIESEL,White,21584,SUV,manual,2021,0,1889999,1.0,Haryana,Gurgaon,1,8.1,10.679861454725383,Non-Luxury,4
617,ISUZU,V CROSS,DIESEL,Black,22000,SUV,manual,2017,0,1450000,1.0,Haryana,Gurgaon,0,7.8,10.907288051561725,Non-Luxury,8
618,MERCEDES BENZ,C CLASS,PETROL,Arizona Grey,260000,SEDAN,automatic,2010,0,690000,1.0,Haryana,Gurgaon,0,7.4,129.35323383084577,Non-Luxury,15
619,FORD,ECOSPORT,PETROL,Diamond White,16778,SUV,manual,2021,0,959000,1.0,Haryana,Gurgaon,1,8.0,8.301830776843147,Non-Luxury,4
620,FORD,FIGO,PETROL,Cherry Red,30464,HATCHBACK,manual,2015,0,475000,2.0,Haryana,Gurgaon,1,7.5,15.118610421836228,Non-Luxury,10
621,FORD,ECOSPORT,DIESEL,Metallic Silver,20350,SUV,manual,2013,0,495000,1.0,Haryana,Gurgaon,1,7.5,10.109289617486338,Non-Luxury,12
622,HONDA,JAZZ,PETROL,Silver,32982,HATCHBACK,manual,2017,0,645000,2.0,Haryana,Gurgaon,1,7.8,16.352007932573127,Non-Luxury,8
623,MAHINDRA,XUV500(2017_2018),DIESEL,Orange,60039,SUV,manual,2015,0,880000,1.0,Haryana,Gurgaon,1,7.9,29.79602977667494,Non-Luxury,10
624,TOYOTA,INNOVA CRYSTA,DIESEL,Grey,76725,MPV,manual,2017,0,1595000,1.0,Haryana,Gurgaon,1,7.8,38.03916707982152,Non-Luxury,8
625,HONDA,CITY,PETROL,Dark Grey,14241,SEDAN,manual,2018,0,1075000,1.0,Haryana,Gurgaon,1,7.9,7.056987115956392,Non-Luxury,7
626,FORD,ASPIRE,PETROL,Arizona Grey,25746,SEDAN,manual,2018,0,550000,1.0,Haryana,Gurgaon,1,8.2,12.758176412289396,Non-Luxury,7
627,HYUNDAI,I10,PETROL,Silver,62504,HATCHBACK,manual,2015,0,345000,1.0,Haryana,Gurgaon,1,7.9,31.019354838709678,Non-Luxury,10
628,MARUTI SUZUKI,IGNIS,PETROL,Pearl White,41439,HATCHBACK,manual,2018,0,505000,1.0,Haryana,Gurgaon,1,8.1,20.534687809712587,Non-Luxury,7
629,MARUTI SUZUKI,VITARA BREZZA,PETROL,White,21816,SUV,manual,2022,0,1100000,1.0,Haryana,Gurgaon,1,8.3,10.789317507418398,Non-Luxury,3
630,NISSAN,MAGNITE,PETROL,Brown,6062,SUV,manual,2022,0,719000,1.0,Haryana,Gurgaon,1,8.4,2.9980217606330366,Non-Luxury,3
631,HYUNDAI,VENUE,PETROL,White,36414,SUV,manual,2019,0,1075000,1.0,Haryana,Gurgaon,1,7.6,18.035661218424963,Non-Luxury,6
632,MITSUBISHI,PAJERO SPORT,DIESEL,Black,91480,SUV,manual,2014,0,944999,1.0,Haryana,Gurgaon,1,7.3,45.422045680238334,Non-Luxury,11
633,JEEP,COMPASS,PETROL,Red,57156,SUV,manual,2018,1,1545000,1.0,Haryana,Gurgaon,1,7.5,28.32309217046581,Non-Luxury,7
634,MG,HECTOR,PETROL,Red,14278,SUV,manual,2019,0,1575000,1.0,Haryana,Gurgaon,1,7.7,7.071817731550272,Non-Luxury,6
635,KIA,SELTOS(2020-2022),DIESEL,Black Magic,29000,SUV,manual,2021,0,1775000,2.0,Haryana,Gurgaon,0,8.0,14.349332013854527,Non-Luxury,4
636,KIA,CARENS,PETROL,White,17209,MPV,manual,2022,0,1800000,2.0,Haryana,Gurgaon,1,8.0,8.510880316518298,Non-Luxury,3
637,RENAULT,KWID,PETROL,Brown,7410,HATCHBACK,manual,2020,0,425000,2.0,Haryana,Gurgaon,1,7.8,3.6683168316831685,Non-Luxury,5
638,MARUTI SUZUKI,SWIFT(2018_2019),DIESEL,A Blue,53540,HATCHBACK,manual,2018,0,640000,1.0,Haryana,Gurgaon,1,7.9,26.53121902874133,Non-Luxury,7
639,MARUTI SUZUKI,BALENO,PETROL,A Blue,39654,HATCHBACK,manual,2017,0,575000,1.0,Haryana,Gurgaon,1,7.9,19.659890927119484,Non-Luxury,8
640,FORD,ECOSPORT,PETROL,Brown,63738,SUV,automatic,2016,0,645000,2.0,Haryana,Gurgaon,1,7.5,31.616071428571427,Non-Luxury,9
641,MAHINDRA,THAR,PETROL,Green,11485,SUV,manual,2022,0,1475000,1.0,Haryana,Gurgaon,1,7.9,5.68001978239367,Non-Luxury,3
642,TATA,HARRIER,DIESEL,G. Red,15550,SUV,manual,2020,0,2075000,1.0,Haryana,Gurgaon,1,7.9,7.698019801980198,Non-Luxury,5
643,MARUTI SUZUKI,WAGON R,PETROL,W B Mist,15245,HATCHBACK,manual,2021,0,575000,1.0,Haryana,Gurgaon,0,8.1,7.543295398317665,Non-Luxury,4
644,SKODA,KODIAQ,DIESEL,Black,85350,SUV,manual,2017,0,2100000,2.0,Haryana,Gurgaon,0,7.7,42.31531978185424,Non-Luxury,8
645,HONDA,AMAZE,PETROL,Silver,13614,SEDAN,manual,2021,0,719000,1.0,Haryana,Gurgaon,1,8.3,6.736269173676398,Non-Luxury,4
646,MARUTI SUZUKI,ALTO K10,PETROL,Silver,17546,HATCHBACK,manual,2018,0,399000,1.0,Haryana,Gurgaon,1,8.0,8.694747274529236,Non-Luxury,7
647,MARUTI SUZUKI,VITARA BREZZA,DIESEL,White,73160,HATCHBACK,manual,2018,0,775000,2.0,Haryana,Gurgaon,1,7.9,36.25371655104063,Non-Luxury,7
648,MARUTI SUZUKI,WAGON R 1.0,CNG,White,44684,HATCHBACK,manual,2018,0,495000,1.0,Haryana,Gurgaon,1,8.0,22.142715559960358,Non-Luxury,7
649,TOYOTA,PLATINUM ETIOS,PETROL,White,37022,SEDAN,manual,2017,0,595000,1.0,Haryana,Gurgaon,1,7.7,18.354982647496282,Non-Luxury,8
650,VOLKSWAGEN,POLO,PETROL,Silver,67469,HATCHBACK,manual,2013,0,345000,2.0,Haryana,Gurgaon,1,7.6,33.51664182811724,Non-Luxury,12
651,HYUNDAI,XCENT,PETROL,Silver,63982,SEDAN,manual,2016,0,437000,1.0,Haryana,Gurgaon,1,7.8,31.737103174603174,Non-Luxury,9
652,MARUTI SUZUKI,BALENO,PETROL,Pearl Silver,49230,HATCHBACK,manual,2017,0,625000,1.0,Haryana,Gurgaon,1,7.9,24.407535944471988,Non-Luxury,8
653,MAHINDRA,XUV500,DIESEL,Black,36744,SUV,manual,2015,0,725000,1.0,Haryana,Gurgaon,1,7.6,18.235235732009926,Non-Luxury,10
654,NISSAN,MICRA,PETROL,White,33028,HATCHBACK,manual,2013,0,325000,1.0,Haryana,Gurgaon,1,7.5,16.4073522106309,Non-Luxury,12
655,SKODA,KUSHAQ,PETROL,White,7204,SUV,manual,2022,0,1277000,1.0,Haryana,Gurgaon,1,8.1,3.562809099901088,Non-Luxury,3
656,TATA,TIAGO,PETROL,Grey,12481,HATCHBACK,manual,2020,0,657000,1.0,Haryana,Gurgaon,1,8.1,6.178712871287129,Non-Luxury,5
657,RENAULT,KIGER,PETROL,C.Blue,18932,SUV,manual,2021,0,764000,1.0,Haryana,Gurgaon,1,8.3,9.367639782285996,Non-Luxury,4
658,HYUNDAI,ELITE I20,PETROL,White,55926,HATCHBACK,manual,2017,0,575000,1.0,Haryana,Gurgaon,1,7.8,27.727317798710956,Non-Luxury,8
659,HYUNDAI,GRAND I10,PETROL,Grey,50126,HATCHBACK,automatic,2014,0,425000,1.0,Haryana,Gurgaon,1,7.7,24.888778550148956,Non-Luxury,11
660,TATA,TIAGO,PETROL,Silver,38231,HATCHBACK,manual,2017,0,515000,1.0,Haryana,Gurgaon,1,7.9,18.95438770451165,Non-Luxury,8
661,HONDA,BRIO,PETROL,Silver,66340,HATCHBACK,automatic,2015,0,480000,1.0,Haryana,Gurgaon,1,7.8,32.92307692307692,Non-Luxury,10
662,HONDA,CITY 5TH GEN,PETROL,Brown,22974,SEDAN,manual,2020,0,1047000,1.0,Uttar Pradesh,Noida,1,7.9,11.373267326732673,Non-Luxury,5
663,HONDA,CITY,PETROL,White,50000,SEDAN,manual,2010,0,325000,1.0,Uttar Pradesh,Noida,0,7.0,24.875621890547265,Non-Luxury,15
664,HYUNDAI,GRAND I10,PETROL,White,49154,HATCHBACK,manual,2018,1,580000,1.0,Uttar Pradesh,Noida,1,7.8,24.357779980178396,Non-Luxury,7
665,HYUNDAI,ACCENT,CNG,Red,55000,SEDAN,manual,2011,1,275000,2.0,Uttar Pradesh,Noida,0,7.0,27.349577324714073,Non-Luxury,14
666,MARUTI SUZUKI,BALENO,PETROL,Blue,84102,HATCHBACK,manual,2018,0,575000,1.0,Uttar Pradesh,Noida,1,7.9,41.67591674925669,Non-Luxury,7
667,MARUTI SUZUKI,ALTO K10,PETROL,Red,48327,HATCHBACK,manual,2015,0,350000,1.0,Uttar Pradesh,Noida,1,7.4,23.983622828784117,Non-Luxury,10
668,MARUTI SUZUKI,ALTO K10,PETROL,White,24931,HATCHBACK,manual,2017,0,400000,1.0,Uttar Pradesh,Noida,1,7.7,12.360436291522063,Non-Luxury,8
669,FORD,ASPIRE,PETROL,White,29060,SEDAN,manual,2016,0,475000,2.0,Uttar Pradesh,Noida,1,7.6,14.41468253968254,Non-Luxury,9
670,HONDA,CITY(2008-2011),PETROL,Beige,78000,SEDAN,manual,2011,0,375000,2.0,Uttar Pradesh,Noida,0,6.9,38.78667329686723,Non-Luxury,14
671,MAHINDRA,THAR,DIESEL,B.Green,31745,SUV,manual,2021,0,1591000,1.0,Uttar Pradesh,Noida,1,8.0,15.707570509648688,Non-Luxury,4
672,FORD,ECOSPORT,PETROL,White,60208,SUV,manual,2017,0,687000,1.0,Uttar Pradesh,Noida,1,8.1,29.85027268220129,Non-Luxury,8
673,MARUTI SUZUKI,WAGON R 1.0,PETROL,A Blue,22000,HATCHBACK,manual,2010,0,195000,1.0,Uttar Pradesh,Noida,0,7.7,10.945273631840797,Non-Luxury,15
674,HYUNDAI,VERNA,DIESEL,A Blue,82788,SEDAN,automatic,2014,0,495000,2.0,Uttar Pradesh,Noida,1,7.7,41.10625620655412,Non-Luxury,11
675,TATA,HARRIER,DIESEL,White,16316,SUV,manual,2019,0,1491000,1.0,Uttar Pradesh,Noida,1,8.0,8.08122833085686,Non-Luxury,6
676,TOYOTA,INNOVA CRYSTA,PETROL,Red,43785,MPV,manual,2017,0,1875000,1.0,Uttar Pradesh,Noida,1,7.6,21.70798215171046,Non-Luxury,8
677,TOYOTA,COROLLA ALTIS,PETROL,Grey,65242,SEDAN,manual,2016,0,1075000,2.0,Uttar Pradesh,Noida,1,7.8,32.36210317460318,Non-Luxury,9
678,SKODA,RAPID,DIESEL,Brown,72287,SEDAN,automatic,2017,0,729000,1.0,Uttar Pradesh,Noida,1,8.0,35.838869608329205,Non-Luxury,8
679,FORD,ASPIRE(2015_2018),PETROL,Smoke Grey,62659,SEDAN,manual,2017,0,487000,1.0,Uttar Pradesh,Noida,1,7.9,31.065443728309372,Non-Luxury,8
680,MARUTI SUZUKI,CIAZ(2018-2020),PETROL,Silky Silver,52058,SEDAN,manual,2018,0,775000,1.0,Uttar Pradesh,Noida,1,8.0,25.796828543111992,Non-Luxury,7
681,HONDA,AMAZE,PETROL,White,19358,SEDAN,manual,2020,0,687000,1.0,Uttar Pradesh,Noida,1,8.1,9.583168316831683,Non-Luxury,5
682,HONDA,CITY,PETROL,White,65000,SEDAN,manual,2014,0,545000,1.0,Uttar Pradesh,Noida,0,7.5,32.27408142999007,Non-Luxury,11
683,HYUNDAI,GRAND I10,PETROL,Red,62059,HATCHBACK,manual,2016,0,467000,1.0,Uttar Pradesh,Noida,1,8.0,30.783234126984127,Non-Luxury,9
684,TATA,NEXON,PETROL,Orange,52613,HATCHBACK,manual,2018,0,847000,1.0,Uttar Pradesh,Noida,1,7.8,26.07185332011893,Non-Luxury,7
685,HONDA,AMAZE,DIESEL,Silver,127000,SEDAN,manual,2014,0,350000,2.0,Uttar Pradesh,Noida,0,7.6,63.058589870903674,Non-Luxury,11
686,VOLKSWAGEN,VENTO,PETROL,Silver,70000,SEDAN,manual,2011,0,275000,1.0,Uttar Pradesh,Noida,0,7.6,34.808552958727,Non-Luxury,14
687,HYUNDAI,VERNA,PETROL,Silver,78000,SEDAN,automatic,2011,0,355000,2.0,Uttar Pradesh,Noida,0,7.4,38.78667329686723,Non-Luxury,14
688,HONDA,AMAZE,PETROL,Silver,2015,SEDAN,manual,2021,0,725000,1.0,Uttar Pradesh,Noida,1,8.3,0.9970311726867888,Non-Luxury,4
689,HYUNDAI,I10,CNG,White,63000,HATCHBACK,manual,2012,0,254999,1.0,Uttar Pradesh,Noida,0,7.2,31.312127236580515,Non-Luxury,13
690,MARUTI SUZUKI,ALTO K10,PETROL,Silver,60577,HATCHBACK,manual,2015,0,373000,1.0,Uttar Pradesh,Noida,1,7.4,30.06302729528536,Non-Luxury,10
691,JEEP,COMPASS,DIESEL,White,68635,SUV,manual,2018,0,1145000,1.0,Uttar Pradesh,Noida,1,7.7,34.011397423191276,Non-Luxury,7
692,HONDA,CITY,PETROL,White,67650,SEDAN,manual,2017,0,795000,1.0,Uttar Pradesh,Noida,1,7.8,33.5399107585523,Non-Luxury,8
693,HONDA,JAZZ,PETROL,Brown,85000,HATCHBACK,manual,2012,0,350000,1.0,Uttar Pradesh,Noida,0,7.3,42.24652087475149,Non-Luxury,13
694,TATA,TIAGO,PETROL,Red,70000,HATCHBACK,manual,2016,0,425000,1.0,Uttar Pradesh,Noida,0,7.7,34.72222222222222,Non-Luxury,9
695,JEEP,COMPASS,DIESEL,White,51654,SUV,manual,2018,0,1277000,1.0,Uttar Pradesh,Noida,1,7.9,25.59663032705649,Non-Luxury,7
696,VOLKSWAGEN,POLO,PETROL,White,72000,HATCHBACK,manual,2012,0,350000,2.0,Uttar Pradesh,Noida,0,7.7,35.785288270377734,Non-Luxury,13
697,MAHINDRA,SCORPIO,DIESEL,White,73429,SUV,manual,2014,0,500000,1.0,Uttar Pradesh,Noida,1,7.5,36.459285004965245,Non-Luxury,11
698,MAHINDRA,XUV500(2015_2017),DIESEL,Black,64629,SUV,manual,2017,0,836999,1.0,Uttar Pradesh,Noida,1,7.9,32.04214179474467,Non-Luxury,8
699,HONDA,WR V,PETROL,White,15468,SUV,manual,2018,0,836999,1.0,Uttar Pradesh,Noida,1,7.7,7.665014866204163,Non-Luxury,7
700,HYUNDAI,VENUE,PETROL,White,33598,SUV,manual,2019,0,1047000,1.0,Uttar Pradesh,Noida,1,7.6,16.64091134224864,Non-Luxury,6
701,MARUTI SUZUKI,VITARA BREZZA,DIESEL,Silver,69100,HATCHBACK,manual,2017,0,675000,1.0,Uttar Pradesh,Noida,1,7.9,34.258800198314326,Non-Luxury,8
702,TATA,TIAGO,PETROL,Other,58887,HATCHBACK,manual,2016,0,380000,1.0,Uttar Pradesh,Noida,0,7.8,29.209821428571427,Non-Luxury,9
703,VOLKSWAGEN,VENTO,PETROL,Black,46897,SEDAN,automatic,2011,0,350000,1.0,Uttar Pradesh,Noida,0,7.2,23.32023868722029,Non-Luxury,14
704,HONDA,CITY,PETROL,White,81617,SEDAN,manual,2014,0,555000,1.0,Uttar Pradesh,Noida,1,7.4,40.524826216484605,Non-Luxury,11
705,MARUTI SUZUKI,SWIFT,PETROL,Silver,23389,HATCHBACK,manual,2013,0,395000,2.0,Uttar Pradesh,Noida,1,7.7,11.618976651763537,Non-Luxury,12
706,HYUNDAI,CRETA,PETROL,White,6141,COMPACTSUV,automatic,2016,0,894999,1.0,Uttar Pradesh,Noida,1,7.4,3.0461309523809526,Non-Luxury,9
707,MARUTI SUZUKI,VITARA BREZZA,DIESEL,Red,84000,HATCHBACK,manual,2017,0,655000,1.0,Uttar Pradesh,Noida,0,8.0,41.646008924144766,Non-Luxury,8
708,MARUTI SUZUKI,WAGON R 1.0,PETROL,White,62862,HATCHBACK,manual,2018,0,465000,1.0,Uttar Pradesh,Noida,1,8.0,31.150644202180377,Non-Luxury,7
709,TATA,TIGOR,PETROL,Silver,53711,SEDAN,manual,2018,0,567000,1.0,Uttar Pradesh,Noida,1,7.7,26.61595639246779,Non-Luxury,7
710,HYUNDAI,I20,PETROL,White,52764,HATCHBACK,manual,2013,0,365000,2.0,Uttar Pradesh,Noida,1,7.5,26.21162444113264,Non-Luxury,12
711,HYUNDAI,XCENT(2014-2017),PETROL,Silver,55951,SEDAN,manual,2015,0,449000,1.0,Uttar Pradesh,Noida,1,7.7,27.76724565756824,Non-Luxury,10
712,TATA,NEXON,PETROL,Grey,31661,HATCHBACK,manual,2019,0,743000,1.0,Uttar Pradesh,Noida,1,8.0,15.681525507677067,Non-Luxury,6
713,FORD,ECOSPORT,DIESEL,Silver,77953,SUV,manual,2015,0,445000,1.0,Uttar Pradesh,Noida,1,7.7,38.6863523573201,Non-Luxury,10
714,AUDI,A6,PETROL,Black,60000,SEDAN,automatic,2010,0,675000,2.0,Uttar Pradesh,Noida,0,6.5,29.850746268656717,Non-Luxury,15
715,TOYOTA,ETIOS,DIESEL,Grey,55129,SEDAN,manual,2014,0,455000,1.0,Uttar Pradesh,Noida,1,7.6,27.372889771598807,Non-Luxury,11
716,VOLKSWAGEN,POLO,PETROL,White,60000,HATCHBACK,manual,2011,0,254999,2.0,Uttar Pradesh,Noida,0,7.3,29.835902536051716,Non-Luxury,14
717,MARUTI SUZUKI,SWIFT,PETROL,Grey,60000,HATCHBACK,manual,2013,0,355000,1.0,Uttar Pradesh,Noida,0,7.8,29.806259314456035,Non-Luxury,12
718,HYUNDAI,EON,PETROL,Silky Silver,40000,HATCHBACK,manual,2013,0,225000,2.0,Uttar Pradesh,Noida,0,7.2,19.87083954297069,Non-Luxury,12
719,MARUTI SUZUKI,BALENO,PETROL,Blue,74878,HATCHBACK,manual,2019,0,625000,1.0,Uttar Pradesh,Noida,1,7.9,37.08667657256068,Non-Luxury,6
720,MARUTI SUZUKI,BALENO,PETROL,Grey,37901,HATCHBACK,manual,2015,0,575000,2.0,Uttar Pradesh,Noida,1,7.4,18.809429280397023,Non-Luxury,10
721,TATA,NEXON,PETROL,Cherry Red,10728,HATCHBACK,manual,2020,0,965000,1.0,Uttar Pradesh,Noida,1,7.9,5.310891089108911,Non-Luxury,5
722,VOLKSWAGEN,POLO,CNG,White,66000,HATCHBACK,manual,2012,1,365000,1.0,Uttar Pradesh,Noida,0,7.3,32.80318091451292,Non-Luxury,13
723,TATA,TIAGO,PETROL,Ocean Blue,33468,HATCHBACK,manual,2019,0,537000,1.0,Uttar Pradesh,Noida,1,7.7,16.576523031203568,Non-Luxury,6
724,MAHINDRA,MARAZZO,DIESEL,Silver,40035,MPV,manual,2018,0,997000,1.0,Uttar Pradesh,Noida,1,7.6,19.838949454905848,Non-Luxury,7
