,Company,Model,FuelType,Colour,Kilometer,BodyStyle,TransmissionType,ModelYear,CngKit,Price,Owner,DealerState,City,Warranty,QualityScore,MileagePerYear,Luxury,CarAge
884,HYUNDAI,ALCAZAR(2021-2023),PETROL,Grey,9409,SUV,manual,2021,0,2011000,1.0,Maharashtra,Mumbai,1,8.7,4.655616031667491,Non-Luxury,4
885,JEEP,COMPASS,PETROL,Silver,35680,SUV,manual,2018,0,1345000,1.0,Maharashtra,Mumbai,1,7.8,17.680872150644202,Non-Luxury,7
886,HONDA,JAZZ,PETROL,Urban Titanium,28627,HATCHBACK,manual,2016,0,625000,1.0,Maharashtra,Mumbai,1,7.7,14.199900793650794,Non-Luxury,9
887,HYUNDAI,ALCAZAR(2021-2023),PETROL,White,22515,SUV,manual,2022,0,2089999,1.0,Maharashtra,Mumbai,1,8.8,11.135014836795252,Non-Luxury,3
888,VOLKSWAGEN,VENTO,PETROL,Brown,58140,SEDAN,automatic,2015,0,525000,1.0,Maharashtra,Mumbai,1,7.5,28.853598014888338,Non-Luxury,10
889,TOYOTA,INNOVA CRYSTA,DIESEL,Beige,29789,MPV,manual,2018,0,1989999,1.0,Maharashtra,Mumbai,1,8.0,14.761645193260653,Non-Luxury,7
890,MAHINDRA,XUV500,DIESEL,White,59785,SUV,manual,2019,0,1285000,1.0,Maharashtra,Mumbai,1,7.9,29.611193660227837,Non-Luxury,6
891,TOYOTA,FORTUNER,DIESEL,Silver,96000,SUV,automatic,2013,0,1475000,2.0,Maharashtra,Mumbai,0,6.2,47.69001490312966,Non-Luxury,12
892,TATA,TIAGO,PETROL,White,31287,HATCHBACK,manual,2019,0,585000,1.0,Maharashtra,Mumbai,1,8.7,15.4962852897474,Non-Luxury,6
893,MAHINDRA,MARAZZO,DIESEL,Maroon,21624,MPV,manual,2019,0,1150000,1.0,Maharashtra,Mumbai,1,8.1,10.710252600297176,Non-Luxury,6
894,MAHINDRA,XUV500,DIESEL,White,32295,SUV,manual,2018,0,1475000,1.0,Maharashtra,Mumbai,1,7.9,16.003468780971257,Non-Luxury,7
895,VOLKSWAGEN,POLO,PETROL,White,40600,HATCHBACK,manual,2016,0,536000,1.0,Tamil Nadu,Chennai,0,8.3,20.13888888888889,Non-Luxury,9
896,MAHINDRA,THAR,DIESEL,Black,29291,SUV,manual,2019,0,950000,2.0,Tamil Nadu,Chennai,1,8.3,14.507677067855374,Non-Luxury,6
897,RENAULT,KWID,PETROL,Carbon Bronze,41657,HATCHBACK,manual,2018,0,365000,1.0,Tamil Nadu,Chennai,1,8.8,20.642715559960358,Non-Luxury,7
898,HYUNDAI,GRAND I10,PETROL,Grey,75394,HATCHBACK,automatic,2015,0,475000,1.0,Tamil Nadu,Chennai,1,8.0,37.41637717121588,Non-Luxury,10
899,HONDA,JAZZ,PETROL,Brown,20831,HATCHBACK,manual,2017,0,600000,1.0,Tamil Nadu,Chennai,1,8.1,10.327714427367377,Non-Luxury,8
900,HONDA,AMAZE,PETROL,Silver,43501,SEDAN,manual,2018,0,475000,1.0,Tamil Nadu,Chennai,1,8.3,21.556491575817642,Non-Luxury,7
901,MAHINDRA,THAR,PETROL,G. Red,32304,SUV,manual,2021,0,1450000,1.0,Tamil Nadu,Chennai,1,8.3,15.98416625432954,Non-Luxury,4
902,HYUNDAI,VERNA,DIESEL,G. Red,66030,SEDAN,automatic,2018,0,844999,1.0,Tamil Nadu,Chennai,1,7.9,32.720515361744305,Non-Luxury,7
903,MARUTI SUZUKI,ALTO 800,PETROL,Grey,68305,HATCHBACK,manual,2016,0,305000,1.0,Tamil Nadu,Chennai,1,8.2,33.88144841269841,Non-Luxury,9
904,RENAULT,TRIBER,PETROL,Milky White,44931,MPV,manual,2020,0,590000,1.0,Tamil Nadu,Chennai,1,8.7,22.243069306930693,Non-Luxury,5
905,RENAULT,CAPTUR,DIESEL,Dark Grey,72493,SUV,manual,2018,0,695000,1.0,Tamil Nadu,Chennai,1,7.8,35.923191278493555,Non-Luxury,7
906,HYUNDAI,I10(2010_2017),PETROL,Grey,67000,HATCHBACK,manual,2013,0,345000,2.0,Tamil Nadu,Chennai,0,7.3,33.283656234475906,Non-Luxury,12
907,MERCEDES BENZ,E-CLASS(2009-2013),DIESEL,Golden,132565,SEDAN,manual,2013,0,1000000,3.0,Tamil Nadu,Chennai,0,5.8,65.85444610034774,Non-Luxury,12
908,VOLKSWAGEN,AMEO,DIESEL,Grey,66252,SEDAN,manual,2018,0,693000,1.0,Tamil Nadu,Chennai,1,7.9,32.83052527254708,Non-Luxury,7
909,HYUNDAI,XCENT,DIESEL,Silver,64285,SEDAN,manual,2015,0,486000,1.0,Tamil Nadu,Chennai,1,7.8,31.903225806451612,Non-Luxury,10
910,SKODA,KUSHAQ,PETROL,White,21006,SUV,manual,2021,0,1245000,1.0,Tamil Nadu,Chennai,0,8.7,10.393864423552696,Non-Luxury,4
911,MARUTI SUZUKI,ALTO K10,PETROL,Blue,46936,HATCHBACK,manual,2017,0,340000,1.0,Tamil Nadu,Chennai,1,8.4,23.270203272186414,Non-Luxury,8
912,KIA,SONET,DIESEL,G. Red,61755,SUV,manual,2020,0,925000,1.0,Tamil Nadu,Chennai,1,8.0,30.571782178217823,Non-Luxury,5
913,TATA,TIGOR,PETROL,Silver,31685,SEDAN,manual,2017,0,450000,1.0,Tamil Nadu,Chennai,0,8.1,15.708973723351512,Non-Luxury,8
914,NISSAN,SUNNY,DIESEL,Purple,76787,SEDAN,manual,2014,0,445000,1.0,Tamil Nadu,Chennai,1,7.1,38.1266137040715,Non-Luxury,11
915,MARUTI SUZUKI,DZIRE(2017-2020),PETROL,Grey,47117,SEDAN,manual,2019,0,725000,1.0,Tamil Nadu,Chennai,1,8.5,23.33680039623576,Non-Luxury,6
916,MARUTI SUZUKI,WAGON R,PETROL,Silver,53250,HATCHBACK,manual,2010,0,250000,1.0,Tamil Nadu,Chennai,0,7.2,26.492537313432837,Non-Luxury,15
917,HYUNDAI,ACCENT,PETROL,Silver,73680,SEDAN,manual,2010,0,140000,2.0,Tamil Nadu,Chennai,0,6.8,36.656716417910445,Non-Luxury,15
918,RENAULT,DUSTER,DIESEL,Black,73414,SUV,manual,2014,0,545000,1.0,Tamil Nadu,Chennai,1,7.1,36.45183714001986,Non-Luxury,11
919,HYUNDAI,ELITE I20,PETROL,Red,66684,HATCHBACK,manual,2019,0,665000,1.0,Tamil Nadu,Chennai,1,8.2,33.028231797919766,Non-Luxury,6
920,HYUNDAI,ELITE I20,PETROL,Silver,57317,HATCHBACK,manual,2016,0,585000,1.0,Tamil Nadu,Chennai,1,8.0,28.43105158730159,Non-Luxury,9
921,FORD,ECOSPORT,PETROL,Grey,46049,SUV,manual,2014,0,475000,2.0,Tamil Nadu,Chennai,1,7.0,22.86444885799404,Non-Luxury,11
922,HYUNDAI,CRETA,DIESEL,Grey,68212,COMPACTSUV,automatic,2015,0,869999,1.0,Tamil Nadu,Chennai,1,7.1,33.85210918114144,Non-Luxury,10
923,HONDA,JAZZ,PETROL,Steel Mist,42490,HATCHBACK,manual,2017,0,650000,1.0,Tamil Nadu,Chennai,1,7.9,21.065939514129894,Non-Luxury,8
924,HONDA,CITY,PETROL,Brown,99400,SEDAN,manual,2014,0,560000,1.0,Tamil Nadu,Chennai,0,7.5,49.3545183714002,Non-Luxury,11
925,HYUNDAI,I10,PETROL,Grey,62557,HATCHBACK,manual,2015,0,395000,1.0,Tamil Nadu,Chennai,1,7.9,31.045657568238212,Non-Luxury,10
926,FORD,ECOSPORT,DIESEL,Milky White,43000,SUV,manual,2013,0,509999,1.0,Tamil Nadu,Chennai,0,7.0,21.361152508693493,Non-Luxury,12
927,HYUNDAI,I10(2010_2017),PETROL,Red,52381,HATCHBACK,manual,2012,0,341000,2.0,Tamil Nadu,Chennai,0,7.3,26.034294234592444,Non-Luxury,13
928,MARUTI SUZUKI,CELERIO,PETROL,Silver,8084,HATCHBACK,manual,2022,0,596000,1.0,Tamil Nadu,Chennai,1,9.2,3.9980217606330366,Non-Luxury,3
929,MARUTI SUZUKI,BALENO,PETROL,Grey,30380,HATCHBACK,manual,2016,0,545000,2.0,Tamil Nadu,Chennai,1,7.8,15.069444444444445,Non-Luxury,9
930,RENAULT,KWID,PETROL,Red,70976,HATCHBACK,manual,2017,0,356000,1.0,Tamil Nadu,Chennai,1,8.2,35.18889439762023,Non-Luxury,8
931,HYUNDAI,ELITE I20,PETROL,Grey,63412,HATCHBACK,manual,2017,0,596000,1.0,Tamil Nadu,Chennai,1,8.3,31.438770451165098,Non-Luxury,8
932,RENAULT,KWID,PETROL,Blue,65823,HATCHBACK,manual,2018,0,445000,1.0,Tamil Nadu,Chennai,1,8.3,32.617938553022796,Non-Luxury,7
933,MARUTI SUZUKI,S PRESSO,PETROL,Blue,12673,HATCHBACK,manual,2020,0,484999,1.0,Tamil Nadu,Chennai,1,8.8,6.273762376237624,Non-Luxury,5
934,HYUNDAI,GRAND I10,PETROL,Wine Red,54259,HATCHBACK,manual,2016,0,484999,1.0,Tamil Nadu,Chennai,1,8.1,26.91418650793651,Non-Luxury,9
935,HONDA,CITY,PETROL,Red,83952,SEDAN,manual,2012,0,455000,1.0,Tamil Nadu,Chennai,0,6.7,41.72564612326044,Non-Luxury,13
936,MARUTI SUZUKI,SWIFT,PETROL,Grey,71516,HATCHBACK,manual,2015,0,484999,1.0,Tamil Nadu,Chennai,1,8.0,35.49181141439206,Non-Luxury,10
937,HYUNDAI,GRAND I10,PETROL,Red,68660,HATCHBACK,manual,2017,0,484999,1.0,Tamil Nadu,Chennai,1,8.2,34.040654437283095,Non-Luxury,8
938,HYUNDAI,SANTRO,PETROL,Marine Blue,24302,HATCHBACK,manual,2019,0,484999,1.0,Tamil Nadu,Chennai,1,8.6,12.036651807825656,Non-Luxury,6
939,MARUTI SUZUKI,DZIRE,PETROL,G. Red,48366,SEDAN,manual,2017,0,645000,1.0,Tamil Nadu,Chennai,1,7.9,23.979176995537927,Non-Luxury,8
940,HYUNDAI,VERNA(2017-2020),PETROL,Metallic Black,24790,SEDAN,manual,2020,0,1025000,1.0,Tamil Nadu,Chennai,1,8.5,12.272277227722773,Non-Luxury,5
941,TATA,NEXON,PETROL,Grey,46910,HATCHBACK,manual,2018,0,685000,2.0,Tamil Nadu,Chennai,1,8.0,23.245787908820613,Non-Luxury,7
942,HYUNDAI,CRETA,PETROL,White,49045,SUV,automatic,2017,0,844999,1.0,Tamil Nadu,Chennai,1,7.7,24.315815567674765,Non-Luxury,8
943,MARUTI SUZUKI,CELERIO,DIESEL,L Grey,98554,HATCHBACK,manual,2015,0,300000,1.0,West Bengal,Kolkata,0,7.8,48.91017369727047,Non-Luxury,10
944,HYUNDAI,I20,DIESEL,Carbon Bronze,44779,HATCHBACK,manual,2012,0,250000,2.0,West Bengal,Kolkata,0,7.2,22.255964214711728,Non-Luxury,13
945,MARUTI SUZUKI,SWIFT DZIRE,PETROL,Golden,36212,SEDAN,manual,2017,0,509999,1.0,West Bengal,Kolkata,1,7.8,17.9533961328706,Non-Luxury,8
946,MAHINDRA,XUV 500,DIESEL,White,80537,SUV,manual,2017,0,1019999,1.0,West Bengal,Kolkata,1,8.1,39.92910262766485,Non-Luxury,8
947,MARUTI SUZUKI,SWIFT,PETROL,G. Red,32227,HATCHBACK,manual,2017,0,479000,1.0,West Bengal,Kolkata,1,7.8,15.97768963807635,Non-Luxury,8
948,HONDA,CITY,DIESEL,Cherry Red,30954,SEDAN,manual,2019,0,865000,1.0,West Bengal,Kolkata,1,8.0,15.331352154531947,Non-Luxury,6
949,MARUTI SUZUKI,BALENO,PETROL,Red,43209,HATCHBACK,manual,2017,0,520000,1.0,West Bengal,Kolkata,1,7.7,21.422409519087754,Non-Luxury,8
950,MARUTI SUZUKI,ALTO 800,PETROL,White,48221,HATCHBACK,manual,2017,0,259000,1.0,West Bengal,Kolkata,1,7.7,23.907288051561725,Non-Luxury,8
951,HYUNDAI,VERNA,DIESEL,Pearl White,32956,SEDAN,automatic,2017,0,838000,1.0,West Bengal,Kolkata,1,7.9,16.339117501239464,Non-Luxury,8
952,MARUTI SUZUKI,VITARA BREZZA,DIESEL,Silver,51971,HATCHBACK,manual,2019,0,750000,1.0,West Bengal,Kolkata,1,8.1,25.740960871718674,Non-Luxury,6
953,CHEVROLET,SPARK,PETROL,A Blue,34522,HATCHBACK,manual,2009,0,119000,1.0,West Bengal,Kolkata,0,7.1,17.183673469387756,Non-Luxury,16
954,MAHINDRA,BOLERO,DIESEL,White Red,45785,SUV,manual,2015,0,515000,2.0,West Bengal,Kolkata,0,7.8,22.722084367245657,Non-Luxury,10
955,HONDA,CITY 5TH GEN,PETROL,Cherry Red,14353,SEDAN,manual,2021,0,1250000,1.0,West Bengal,Kolkata,1,8.0,7.101929737753587,Non-Luxury,4
956,MARUTI SUZUKI,ZEN ESTILO,PETROL,Beige,30044,HATCHBACK,manual,2010,0,175000,1.0,West Bengal,Kolkata,0,7.2,14.94726368159204,Non-Luxury,15
957,HONDA,JAZZ,PETROL,Cherry Red,39253,HATCHBACK,manual,2016,0,459999,1.0,West Bengal,Kolkata,0,7.7,19.470734126984127,Non-Luxury,9
958,MARUTI SUZUKI,SWIFT,PETROL,Silver,24841,HATCHBACK,manual,2018,0,539000,2.0,West Bengal,Kolkata,1,7.8,12.309712586719524,Non-Luxury,7
959,FORD,FIGO(2012-2015),DIESEL,Chill,85000,HATCHBACK,manual,2012,0,167000,1.0,West Bengal,Kolkata,0,7.7,42.24652087475149,Non-Luxury,13
960,MARUTI SUZUKI,CIAZ,DIESEL,Brown,70067,SEDAN,manual,2015,0,400000,2.0,West Bengal,Kolkata,1,7.6,34.7727047146402,Non-Luxury,10
961,MAHINDRA,MARAZZO,DIESEL,White,29774,MPV,manual,2020,0,1025000,1.0,West Bengal,Kolkata,1,7.9,14.739603960396039,Non-Luxury,5
962,AUDI,Q3,DIESEL,Milky White,55000,SUV,manual,2018,0,2150000,2.0,West Bengal,Kolkata,0,7.7,27.254707631318137,Non-Luxury,7
963,MARUTI SUZUKI,CELERIO,PETROL,Silver,32455,HATCHBACK,manual,2016,0,390000,1.0,West Bengal,Kolkata,1,8.0,16.098710317460316,Non-Luxury,9
964,HYUNDAI,VENUE,PETROL,White,39183,SUV,manual,2020,0,840000,1.0,West Bengal,Kolkata,1,7.9,19.39752475247525,Non-Luxury,5
965,MAHINDRA,MARAZZO,DIESEL,Aquamarine,19437,MPV,manual,2021,0,1075000,1.0,West Bengal,Kolkata,1,8.0,9.617516081147947,Non-Luxury,4
966,MAHINDRA,XUV 500,DIESEL,Rasberry Red,68024,SUV,manual,2018,0,1150000,1.0,West Bengal,Kolkata,1,7.9,33.70862239841427,Non-Luxury,7
967,MARUTI SUZUKI,BALENO,PETROL,Adriatic Blue,41294,HATCHBACK,manual,2020,0,625000,1.0,West Bengal,Kolkata,1,8.3,20.442574257425743,Non-Luxury,5
968,HONDA,CITY,PETROL,Brown,35796,SEDAN,manual,2014,0,500000,1.0,West Bengal,Kolkata,1,7.5,17.77358490566038,Non-Luxury,11
969,MAHINDRA,BOLERO(2007-2011),DIESEL,Red,99854,SUV,manual,2011,0,235000,1.0,West Bengal,Kolkata,0,7.8,49.6539035305818,Non-Luxury,14
970,MAHINDRA,TUV 300,DIESEL,Black,85600,SUV,manual,2018,0,550000,1.0,West Bengal,Kolkata,0,8.1,42.41823587710604,Non-Luxury,7
971,MAHINDRA,XUV500,DIESEL,Brown,26781,SUV,manual,2020,0,1550000,1.0,West Bengal,Kolkata,1,8.1,13.257920792079208,Non-Luxury,5
972,HONDA,MOBILIO,DIESEL,White,65766,MPV,manual,2014,0,400000,1.0,West Bengal,Kolkata,0,7.6,32.65441906653426,Non-Luxury,11
973,HYUNDAI,GRAND I10,PETROL,Maroon,42500,HATCHBACK,manual,2015,0,350000,1.0,West Bengal,Kolkata,0,8.1,21.09181141439206,Non-Luxury,10
974,HYUNDAI,ELANTRA(2016-2019),DIESEL,Silver,22350,SEDAN,manual,2019,0,1200000,1.0,West Bengal,Kolkata,1,7.9,11.069836552748885,Non-Luxury,6
975,NISSAN,TERRANO,DIESEL,Black,84956,SUV,manual,2014,0,450000,3.0,West Bengal,Kolkata,0,7.4,42.182720953326715,Non-Luxury,11
976,MARUTI SUZUKI,ALTO,PETROL,Red,88541,HATCHBACK,manual,2008,0,120000,1.0,West Bengal,Kolkata,0,7.5,44.09412350597609,Non-Luxury,17
977,TATA,TIGOR(2018-2020),PETROL,Carbon Bronze,31960,SEDAN,manual,2018,0,330000,1.0,West Bengal,Kolkata,1,8.0,15.837462834489594,Non-Luxury,7
978,HYUNDAI,I10,PETROL,Dark Grey,44680,HATCHBACK,manual,2012,0,220000,1.0,West Bengal,Kolkata,0,7.3,22.206759443339962,Non-Luxury,13
979,HONDA,AMAZE,DIESEL,M.Maroon,48079,SEDAN,manual,2014,0,350000,1.0,West Bengal,Kolkata,1,7.7,23.872393247269116,Non-Luxury,11
980,MARUTI SUZUKI,ALTO K10,PETROL,Black,99854,HATCHBACK,manual,2010,0,175000,1.0,West Bengal,Kolkata,0,7.3,49.67860696517413,Non-Luxury,15
981,HYUNDAI,I20,PETROL,G. Red,124551,HATCHBACK,manual,2010,0,185000,1.0,West Bengal,Kolkata,0,7.2,61.96567164179105,Non-Luxury,15
982,MARUTI SUZUKI,ERTIGA,PETROL,A Blue,55115,MPV,manual,2014,0,459999,1.0,West Bengal,Kolkata,1,7.6,27.365938430983118,Non-Luxury,11
983,HYUNDAI,SANTRO XING,PETROL,other,65255,HATCHBACK,manual,2011,0,165000,1.0,West Bengal,Kolkata,0,7.3,32.44903033316758,Non-Luxury,14
984,HONDA,AMAZE,PETROL,Silver,50114,SEDAN,manual,2015,0,330000,1.0,West Bengal,Kolkata,1,7.6,24.87047146401985,Non-Luxury,10
985,HYUNDAI,I20,DIESEL,Carbon Bronze,76098,HATCHBACK,manual,2014,0,350000,2.0,West Bengal,Kolkata,1,7.6,37.784508440913605,Non-Luxury,11
986,MAHINDRA,XYLO,DIESEL,Brown,85441,SUV,manual,2009,0,200000,1.0,West Bengal,Kolkata,0,7.6,42.529118964659034,Non-Luxury,16
987,MARUTI SUZUKI,VITARA BREZZA,PETROL,Orange,48967,SUV,manual,2020,0,800000,1.0,West Bengal,Kolkata,1,8.2,24.24108910891089,Non-Luxury,5
988,MARUTI SUZUKI,SWIFT,PETROL,Silky Silver,65000,HATCHBACK,manual,2014,0,315000,1.0,West Bengal,Kolkata,0,8.1,32.27408142999007,Non-Luxury,11
989,TATA,NEXON,PETROL,Black,28234,HATCHBACK,manual,2021,0,800000,1.0,West Bengal,Kolkata,1,8.0,13.970311726867887,Non-Luxury,4
990,MARUTI SUZUKI,BALENO,PETROL,A Blue,31317,HATCHBACK,manual,2017,0,549000,1.0,West Bengal,Kolkata,1,7.9,15.526524541398116,Non-Luxury,8
991,MARUTI SUZUKI,SWIFT,DIESEL,Silver,88541,HATCHBACK,manual,2014,0,340000,2.0,West Bengal,Kolkata,0,7.5,43.96276067527309,Non-Luxury,11
992,HYUNDAI,SANTRO XING,PETROL,Blue,95350,HATCHBACK,manual,2008,0,100000,1.0,West Bengal,Kolkata,0,7.4,47.485059760956176,Non-Luxury,17
993,HYUNDAI,VERNA,PETROL,Purple,53000,Sedan,automatic,2012,0,330000,1.0,West Bengal,Kolkata,0,7.7,26.341948310139166,Non-Luxury,13
994,MAHINDRA,XUV500(2011_2015),DIESEL,White,35170,SUV,manual,2014,0,650000,1.0,West Bengal,Kolkata,1,7.5,17.46276067527309,Non-Luxury,11
995,HYUNDAI,GRAND I10,PETROL,White,46069,HATCHBACK,manual,2018,0,450000,1.0,West Bengal,Kolkata,1,7.9,22.829038652130823,Non-Luxury,7
996,MARUTI SUZUKI,BALENO,PETROL,G. Red,5814,HATCHBACK,manual,2021,0,650000,2.0,West Bengal,Kolkata,1,8.1,2.8767936665017317,Non-Luxury,4
997,MARUTI SUZUKI,ERTIGA,DIESEL,A Silver,48519,MUV,manual,2013,0,490000,1.0,West Bengal,Kolkata,1,7.5,24.102831594634875,Non-Luxury,12
998,MAHINDRA,MARAZZO,DIESEL,Maroon,62150,MPV,manual,2018,0,700000,2.0,West Bengal,Kolkata,0,8.1,30.797819623389493,Non-Luxury,7
999,NISSAN,TERRANO,DIESEL,Dark Grey,70172,SUV,manual,2015,0,450000,1.0,West Bengal,Kolkata,0,8.1,34.82481389578164,Non-Luxury,10
1000,HYUNDAI,XCENT,PETROL,Silver,6520,SEDAN,manual,2018,0,565000,1.0,West Bengal,Kolkata,1,7.9,3.230921704658077,Non-Luxury,7
1001,MARUTI SUZUKI,SWIFT,PETROL,Silver,47120,HATCHBACK,manual,2015,0,330000,1.0,West Bengal,Kolkata,1,7.9,23.384615384615383,Non-Luxury,10
1002,MAHINDRA,KUV100,PETROL,Orange,34500,HATCHBACK,manual,2016,0,325000,1.0,West Bengal,Kolkata,0,8.1,17.113095238095237,Non-Luxury,9
1003,MAHINDRA,XUV500,DIESEL,Silver,75847,SUV,manual,2012,0,450000,1.0,West Bengal,Kolkata,0,7.7,37.69731610337972,Non-Luxury,13
1004,MARUTI SUZUKI,WAGON R,PETROL,Blue,47836,HATCHBACK,manual,2018,0,450000,1.0,West Bengal,Kolkata,1,8.3,23.704658077304263,Non-Luxury,7
1005,TATA,ALTROZ,PETROL,Red,6445,HATCHBACK,manual,2022,0,800000,1.0,West Bengal,Kolkata,1,8.2,3.1874381800197824,Non-Luxury,3
1006,MARUTI SUZUKI,ERTIGA,PETROL,Silver,62198,MPV,manual,2016,0,450000,1.0,West Bengal,Kolkata,1,7.7,30.85218253968254,Non-Luxury,9
1007,HYUNDAI,GRAND I10,PETROL,White,14978,HATCHBACK,manual,2018,0,434999,1.0,West Bengal,Kolkata,1,7.9,7.422200198216055,Non-Luxury,7
1008,MAHINDRA,SCORPIO,DIESEL,White,47991,SUV,manual,2020,0,1150000,1.0,West Bengal,Kolkata,1,7.9,23.757920792079208,Non-Luxury,5
1009,MARUTI SUZUKI,SWIFT,PETROL,Red,103704,HATCHBACK,manual,2013,0,270000,1.0,West Bengal,Kolkata,0,7.9,51.51713859910581,Non-Luxury,12
1010,MAHINDRA,KUV100 NXT,DIESEL,Orange,68473,SUV,manual,2018,0,325000,1.0,West Bengal,Kolkata,1,8.0,33.93111992071358,Non-Luxury,7
1011,FORD,ECOSPORT,DIESEL,White,38585,SUV,manual,2014,0,469000,1.0,West Bengal,Kolkata,1,8.1,19.158391261171797,Non-Luxury,11
1012,HYUNDAI,GRAND I10,PETROL,Maroon,34185,HATCHBACK,manual,2016,0,400000,1.0,West Bengal,Kolkata,1,7.7,16.956845238095237,Non-Luxury,9
1013,MARUTI SUZUKI,ALTO,PETROL,Arizona Grey,5512,HATCHBACK,manual,2015,0,225000,1.0,West Bengal,Kolkata,1,7.7,2.735483870967742,Non-Luxury,10
1014,HYUNDAI,EON,PETROL,Metallic Silver,31348,HATCHBACK,manual,2017,0,200000,2.0,West Bengal,Kolkata,1,7.8,15.541893901834408,Non-Luxury,8
1015,TATA,SAFARI,DIESEL,Purple,45459,SUV,manual,2022,0,1850000,1.0,West Bengal,Kolkata,1,8.2,22.48219584569733,Non-Luxury,3
1016,KIA,SONET,DIESEL,White,45303,SUV,manual,2021,0,1325000,1.0,Rajasthan,Jaipur,1,8.3,22.41613062840178,Non-Luxury,4
1017,BMW,X1,DIESEL,Blue,94711,SUV,automatic,2016,0,2390000,1.0,Rajasthan,Jaipur,0,7.0,46.979662698412696,Luxury,9
1018,SKODA,OCTAVIA,PETROL,Black,29932,SEDAN,automatic,2019,0,2290000,1.0,Rajasthan,Jaipur,1,8.0,14.825160970777613,Non-Luxury,6
1019,MERCEDES BENZ,CLA,DIESEL,White,74700,SEDAN,manual,2019,0,2490000,1.0,Rajasthan,Jaipur,0,7.7,36.998514115898956,Non-Luxury,6
1020,HYUNDAI,CRETA,PETROL,White,28264,SUV,automatic,2021,0,1025000,1.0,Rajasthan,Jaipur,1,8.7,13.985155863433944,Non-Luxury,4
1021,MERCEDES BENZ,ML CLASS,DIESEL,Blue,114736,Sedan,automatic,2015,0,3190000,1.0,Rajasthan,Jaipur,0,6.7,56.9409429280397,Non-Luxury,10
1022,KIA,SELTOS,DIESEL,Silver,44354,SUV,manual,2019,0,1525000,1.0,Rajasthan,Jaipur,0,8.0,21.96830113917781,Non-Luxury,6
1023,JEEP,COMPASS,DIESEL,White,9109,SUV,manual,2019,0,1889999,1.0,Rajasthan,Jaipur,1,8.3,4.511639425458148,Non-Luxury,6
1024,HYUNDAI,VERNA,DIESEL,White,72637,SEDAN,automatic,2016,0,695000,2.0,Rajasthan,Jaipur,1,7.3,36.03025793650794,Non-Luxury,9
1025,JEEP,WRANGLER,DIESEL,Blue,94220,SUV,manual,2017,0,1300000,1.0,Rajasthan,Jaipur,1,7.2,46.71294000991572,Non-Luxury,8
1026,TOYOTA,COROLLA ALTIS,CNG,White,57847,SEDAN,automatic,2009,0,395000,1.0,Rajasthan,Jaipur,0,5.8,28.79392732702837,Non-Luxury,16
1027,AUDI,A3(2014-2017),DIESEL,White,42840,SEDAN,manual,2015,0,2190000,1.0,Rajasthan,Jaipur,0,7.4,21.260545905707197,Non-Luxury,10
1028,HONDA,BR V,DIESEL,Red,43921,SUV,manual,2016,0,790000,1.0,Rajasthan,Jaipur,1,7.4,21.786210317460316,Non-Luxury,9
1029,KIA,SELTOS,PETROL,White,3850,SUV,manual,2021,0,1490000,1.0,Rajasthan,Jaipur,1,8.8,1.904997525977239,Non-Luxury,4
1030,TOYOTA,URBAN CRUISER,PETROL,White,24009,SUV,manual,2021,0,940000,1.0,Rajasthan,Jaipur,1,8.7,11.879762493814944,Non-Luxury,4
1031,SKODA,OCTAVIA,PETROL,Brown,41524,SEDAN,automatic,2019,0,2190000,1.0,Rajasthan,Jaipur,1,8.1,20.566617137196634,Non-Luxury,6
1032,MARUTI SUZUKI,RITZ,DIESEL,White,44182,HATCHBACK,manual,2015,0,490000,1.0,Rajasthan,Jaipur,1,7.8,21.926550868486352,Non-Luxury,10
1033,RENAULT,KIGER(2022-2023),PETROL,White,37726,SUV,manual,2022,0,675000,1.0,Rajasthan,Jaipur,1,8.6,18.65776458951533,Non-Luxury,3
1034,HONDA,AMAZE,PETROL,White,51754,SEDAN,manual,2019,0,625000,1.0,Rajasthan,Jaipur,1,8.2,25.63348192174344,Non-Luxury,6
1035,KIA,SELTOS,PETROL,White,17357,SUV,manual,2021,0,1390000,1.0,Rajasthan,Jaipur,1,8.8,8.588322612568035,Non-Luxury,4
1036,KIA,SELTOS,DIESEL,White,30380,SUV,manual,2021,0,1650000,1.0,Rajasthan,Jaipur,1,8.4,15.032162295893123,Non-Luxury,4
1037,KIA,CARENS,PETROL,Black,16277,MPV,manual,2022,0,1789999,1.0,Rajasthan,Jaipur,1,8.8,8.049950544015825,Non-Luxury,3
1038,ISUZU,V CROSS,DIESEL,Brown,75212,SUV,manual,2016,0,1490000,1.0,Rajasthan,Jaipur,1,7.5,37.307539682539684,Non-Luxury,9
1039,KIA,SONET,DIESEL,Red,53794,SUV,manual,2020,0,1225000,1.0,Rajasthan,Jaipur,1,8.0,26.63069306930693,Non-Luxury,5
1040,HYUNDAI,SANTRO(2020-2023),PETROL,White,4532,HATCHBACK,manual,2022,0,575000,1.0,Rajasthan,Jaipur,1,9.2,2.2413452027695353,Non-Luxury,3
1041,MAHINDRA,THAR,DIESEL,Grey,55735,SUV,manual,2021,0,1590000,1.0,Rajasthan,Jaipur,1,8.3,27.577931716971797,Non-Luxury,4
1042,MG,ASTOR,PETROL,Black,8412,SUV,manual,2022,0,1425000,1.0,Rajasthan,Jaipur,1,8.8,4.160237388724036,Non-Luxury,3
